VraagID;Zorgkantoor;Vraagtekst;Antwoordtekst;Documentnaam;Paragraafnaam;Landelijke documentnaam;Landelijke paragraafnaam;Klaar voor publicatie;Definitief antwoord (Nota van Inlichtingen);Vraag in Nota van Inlichtingen (gematcht);Bron document (NvI);Bron paragraaf (NvI);Matchscore (vraagherkenning);Matchkwaliteit;Antwoordovereenkomst (AI-concept vs definitief)
;Notilyze;Hoe gaat VGZ zorgen dat alle partijen aan de regiotafel kunnen komen;"Wij gaan er vanuit dat zorgaanbieders en betrokken partijen actief deelnemen aan regiotafels en daar regionale afspraken maken. Als regionale tafels nog niet georganiseerd zijn, nemen de gezamenlijke partijen het initiatief om deze op te richten; deelname en organisatie zijn dus een gezamenlijke verantwoordelijkheid en niet iets dat VGZ of het zorgkantoor alleen kan afdwingen. Zie bijlage 2 Landelijk Beleidskader Wlz 2027, paragraaf 3.1.";Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;2.1 Een landelijke visie met ruimte voor maatwerk in de regio;;;FALSE;Zorgaanbieders kunnen samen met andere regionale partijen een aanvraag voor het regiobudget indienen. Het beleidskader gaat daarbij uit van een regionale aanpak, waarbij samenwerking tussen meerdere partijen en aansluiting bij de regio belangrijke uitgangspunten zijn. Dit betekent dat actieve betrokkenheid en samenwerking in de regio een voorwaarde is om in aanmerking te komen voor het regiobudget. Voor situaties waarin een zorgaanbieder niet (structureel) deelneemt aan regionale overleggen, geldt dat in afstemming met het zorgkantoor en regionale partners kan worden bezien op welke wijze invulling wordt gegeven aan deze samenwerking.;Wat betekent dit voor zorgpartijen die niet willen aansluiten bij regiotafels etc?;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;3.3 Regiobudget Hoofdlijnenakkoord Ouderenzorg;0.380;Gemiddeld;0.292
;Notilyze;Zorgkantoren geven aan dat kwaliteit verantwoord moet zijn. Op welke manier ondersteunen de geldende Wet‑ en regelgeving, richtlijnen, de basisnormen, het toetsingskader van de IGJ en de kwaliteitskaders en ‑uitgangspunten van de branches en beroepsgroepen zelf de beweging die de GZ moet maken om toekomstbestendig te worden en te kunnen blijven voldoen aan verantwoorde kwaliteit?;"De genoemde kaders ondersteunen de beweging doordat zij niet alleen een ondergrens voor verantwoorde kwaliteit geven, maar ook richting geven aan passende zorg: wensen en regie van de cliënt staan centraal, professionals maken samen met cliënt en netwerk weloverwogen keuzes, en zorg moet veilig, doeltreffend, doelmatig, tijdig en passend bij de reële behoefte zijn. Voor de GZ betekent dit dat de transformatie naar “zelf als het kan”, “zo thuis mogelijk”, “digitaal als het kan” en passend aanbod voor kwetsbare groepen steeds kwalitatief verantwoord moet worden ingevuld. Zie bijlage 1 Visie op samen werken aan langdurige zorg, paragrafen 3.2.1 en 4.2; inkoopbeleid Wlz Gehandicaptenzorg 2027-2029, paragrafen 6.8 en 9.1.";Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;3.2 Aandacht voor kwaliteit, innovatie, verduurzaming en samenwerking;;;FALSE;In de visie staat dat we zorg inkopen die verantwoord is en kwalitatief voldoende is. We spreken niet van verantwoorde kwaliteit. We kunnen deze vraag daarom niet beantwoorden.;Zorgkantoren geven aan dat kwaliteit verantwoord moet zijn. Op welke manier ondersteunen de geldende Wet- en regelgeving, richtlijnen, de basisnormen, het toetsingskader van de IGJ en de kwaliteitskaders en -uitgangspunten van de branches en beroepsgroepen zelf de beweging die de GZ moet maken om toekomstbestendig te worden en te kunnen blijven voldoen aan verantwoorde kwaliteit?;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;3.2 Aandacht voor kwaliteit, innovatie, verduurzaming en samenwerking;0.934;Hoog;0.255
;Notilyze;In het landelijk beleidskader Wlz 2027 gepubliceerd door ZN staan onderwerpen die ook (op het oog) geheel of gedeeltelijk worden geregeld in het Inkoopbeleid van de zorgkantoren. In de rangorde komt het landelijk beleidskader na de Getekende overeenkomst Wlz 2027, de meest recente Nota’s van inlichtingen en het Inkoopbeleid Wlz 2027-2029 van het zorgkantoor. Klopt dat? Zo nee, graag toelichting.;Ja. Bij tegenstrijdigheden gaat het inkoopbeleid van Zilveren Kruis voor en geldt de rangorde: getekende Overeenkomst Wlz 2027 inclusief bijlagen, meest recente Nota’s van Inlichtingen, Inkoopbeleid Wlz 2027-2029 van Zilveren Kruis inclusief bijlagen, daarna het landelijk beleidskader en vervolgens de landelijke inkoopvisie. Het landelijk beleidskader is wel leidend bij het maken van afspraken voor de onderwerpen waarop het van toepassing is, maar staat in deze rangorde dus na het inkoopbeleid van Zilveren Kruis. Zie inkoopbeleid Wlz Verpleging en verzorging 2027-2029, paragraaf 10.3 en bijlage 2 Landelijk beleidskader Wlz 2027, paragraaf 1.;Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;1. Voorwoord;;;FALSE;Er zouden zich als het goed is geen tegenstrijdigheden mogen voordoen. Bij eventuele tegenstrijdigheden geldt het volgende. De Nota van Inlichtingen maakt integraal onderdeel uit van de overeenkomst, omdat zij expliciet als bijlage bij de overeenkomst zijn is opgenomen. De rangorde bepaalt dat Deel I voorgaat op Deel II en dat Deel II voorgaat op Deel III inclusief bijlagen, tenzij uitdrukkelijk anders is aangegeven. Zie onderdeel I.F. In de inkoopdocumenten is aangegeven dat de gepubliceerde Nota van Inlichtingen prevaleert boven de inkoopdocumenten en onderdeel uitmaakt van de inkoopprocedure.;Kunt u bevestigen dat de bepalingen in de overeenkomst geen materiële afwijkingen of aanvullingen bevatten ten opzichte van het gepubliceerde inkoopbeleid en de Nota van Inlichtingen? Indien hiervan wel sprake is, verzoeken wij u deze afwijkingen expliciet en integraal te benoemen en te motiveren.;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;DEEL I.A: ALGEMENE GEGEVENS;0.221;Laag;0.324
;Notilyze;U stelt: ”Wij verwachten dat elke regio het convenant MGZ implementeert door aan de daarvoor bestemde regiotafels afspraken te maken.” Met deze passage gaan wij ervanuit dat zorgkantoren ‘daarbij passende inkoopafspraken bedoelen’. Kunt u dat bevestigen? Zo nee, waarom niet?;Ja, wij bedoelen daarmee dat regionale afspraken over de implementatie van het Convenant Samenwerking MGZ kunnen leiden tot passende inkoopafspraken. Het zorgkantoor maakt vervolgens met zorgaanbieders inkoopafspraken over behandeling, integraal als onderdeel van verblijf of los als MPT-prestatie(s), met de NZa-beleidsregels, doelmatige inzet, regionaal beleid en beschikbare contracteerruimte als uitgangspunt. Zie bijlage 2 Landelijk Beleidskader Wlz 2027, paragraaf 2.1.;Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;2.1 Een landelijke visie met ruimte voor maatwerk in de regio;;;FALSE;Nee, dit wordt niet zo bedoeld. Het beleidskader geeft aan dat het convenant MGZ een kader biedt voor regionale samenwerkingsafspraken en dat partijen in de regio aan de regiotafel afspraken maken over samenwerking, verantwoordelijkheden en regionale organisatie van de MGZ. Het zorgkantoor maakt vervolgens de inkoopafspraken met individuele zorgaanbieders, in lijn met de regionale afspraken en het geldende regionale beleidskader.;U stelt: ”Wij verwachten dat elke regio het convenant MGZ implementeert door aan de daarvoor bestemde regiotafels afspraken te maken.” Met deze passage gaan wij ervanuit dat zorgkantoren ‘daarbij passende inkoopafspraken bedoelen’. Kunt u dat bevestigen? Zo nee, waarom niet?;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;2.1 Wlz-behandeling (V&V, GGZ en GZ);1.000;Hoog;0.445
;Notilyze;U stelt: ”Wij verwachten dat elke regio het convenant MGZ implementeert door aan de daarvoor bestemde regiotafels afspraken te maken.” Bent u het met ons eens dat zorgverzekeraars daarbij ook passende afspraken moeten maken met de huisartsen in kwestie. Zo nee, waarom niet?;"Ja, passende afspraken met huisartsen zijn onderdeel van de implementatie van MGZ. MGZ wordt geleverd door huisartsen, specialisten ouderengeneeskunde en artsen VG gezamenlijk; voor de dekking is samenwerking met de eerstelijnszorg van belang. De regionale afspraken worden gemaakt door zorgaanbieders en betrokken partijen, waaronder afspraken over taakverdeling, consultatie, medebehandeling, regiebehandelaarschap en ondersteuning van artsen. De invloed van zorgkantoren op de eerstelijnszorg is daarbij beperkt. Zie bijlage 2 Landelijk beleidskader Wlz 2027, hoofdstuk 3.1.";Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;2.1 Een landelijke visie met ruimte voor maatwerk in de regio;;;FALSE;Het convenant MGZ gaat uit van een gezamenlijke verantwoordelijkheid van betrokken partijen, waaronder zorgaanbieders, zorgkantoren en zorgverzekeraars. In het convenant is vastgelegd dat partijen binnen hun eigen rol en verantwoordelijkheid bijdragen aan de totstandkoming van regionale afspraken aan de regiotafel.;U stelt: ”Wij verwachten dat elke regio het convenant MGZ implementeert door aan de daarvoor bestemde regiotafels afspraken te maken.” Bent u het met ons eens dat zorgverzekeraars daarbij ook passende afspraken moeten maken met de huisartsen in kwestie. Zo nee, waarom niet?;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;2.1 Wlz-behandeling (V&V, GGZ en GZ);1.000;Hoog;0.218
;Notilyze;U beschrijft dat hoe het zorgkantoor met het verzoek omgaat, afhankelijk is van regionaal beleid en van de beschikbare contracteerruimte. Wij zijn echter van mening dat de contracteerruimte niet mag voorgaan op de behoefte van de cliënt. Hoe waarborgt u dat er voldoende budget beschikbaar is voor het bieden van behandeling aan cliënten voor wie dit noodzakelijk is?;"Wij waarborgen dit door behandeling doelmatig en vraaggericht in te kopen en de schaarse behandelcapaciteit regionaal beschikbaar te maken voor klanten die dit echt nodig hebben. Bij VPT en bij plekken zonder behandeling kan tijdelijk Wlz-behandeling worden ingezet naast het VPT of bovenop het ZZP, tot maximaal de ruimte die de NZa-regels daarvoor bieden. Tegelijk blijft de inzet afhankelijk van regionale afspraken en beschikbare contracteerruimte; de toetsing vindt achteraf plaats op doelmatige inzet en inzet conform het Voorschrift Zorgtoewijzing. Zie inkoopbeleid Wlz V&V 2027-2029, paragrafen 6.6 en 8.3, en Landelijk beleidskader Wlz 2027, hoofdstuk Beleid.";Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;2.1 Een landelijke visie met ruimte voor maatwerk in de regio;;;FALSE;Het zorgkantoor heeft de verantwoordelijkheid om voldoende passende Wlz-zorg in te kopen en bewaakt daarbij de balans tussen toegankelijkheid, kwaliteit en betaalbaarheid. Bij knelpunten wordt dit tijdig gesignaleerd, vindt afstemming plaats met zorgaanbieders en worden afspraken zo nodig bijgesteld. Indien nodig worden knelpunten ook landelijk geagendeerd om continuïteit van noodzakelijke zorg te borgen.;U beschrijft dat de omgang met verzoeken afhankelijk is van regionaal beleid en beschikbare contracteerruimte. Wij zijn van mening dat contracteerruimte niet mag voorgaan op de behoefte van de cliënt. Hoe waarborgt u dat er voldoende budget beschikbaar is voor noodzakelijke behandeling?;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;2.1 Wlz-behandeling (V&V, GGZ en GZ);0.889;Hoog;0.176
;Notilyze;In aanvullende inkoopvoorwaarden stelt u dat elke zorgaanbieder MGZ conform het convenant voor cliënten georganiseerd dient te hebben, ongeacht leveringsvorm. Wij menen dat er geen MGZ-samenwerking nodig is, indien je als aanbieder voor alle cliënten verblijf en behandeling biedt. Wij stellen voor dit te verwerken in deze passage. Bent u hiertoe bereid? Zo nee, waarom niet?;"Nee, wij passen deze passage niet aan. Ook bij verblijf met behandeling is de zorgaanbieder integraal verantwoordelijk voor het behandeltraject, maar het Convenant MGZ borgt dat medisch-generalistische zorg voor alle Wlz-cliënten toegankelijk is, ongeacht woon- of leveringsvorm, en vraagt regionale afspraken over samenwerking, verantwoordelijkheden en organisatie. Daarom geldt dat elke zorgaanbieder MGZ conform het convenant voor haar cliënten organiseert en beschikbare SO/AVG-capaciteit inzet volgens de regionale afspraken. Zie bijlage 2 Landelijk beleidskader, hoofdstuk Behandeling, onderdelen Inleiding, Beleid en Aanvullende inkoopvoorwaarden; inkoopbeleid Wlz V&V 2027-2029, paragraaf 8.2.";Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;2.1 Een landelijke visie met ruimte voor maatwerk in de regio;;;FALSE;VGZ hanteert als uitgangspunt dat de borging van medisch-generalistische zorg plaatsvindt in lijn met het convenant MGZ, ongeacht leveringsvorm. Dit geldt ook voor aanbieders met verblijf en behandeling. VGZ ziet daarom geen aanleiding om een uitzondering op te nemen.;In aanvullende inkoopvoorwaarden stelt u dat elke zorgaanbieder MGZ conform het convenant voor cliënten georganiseerd dient te hebben, ongeacht leveringsvorm. Wij menen dat er geen MGZ-samenwerking nodig is, indien je als aanbieder voor alle cliënten verblijf en behandeling biedt. Wij stellen voor dit te verwerken in deze passage. Bent u hiertoe bereid? Zo nee, waarom niet?;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;2.1 Wlz-behandeling (V&V, GGZ en GZ);1.000;Hoog;0.417
;Notilyze;Elke zorgaanbieder organiseert MGZ voor cliënten conform convenant, ongeacht leveringsvorm, en zet SO/AVG-capaciteit regionaal in volgens gemaakte afspraken. Wij menen dat deze werkwijze alleen goed uitvoerbaar is als regionale partners hierover overeenstemming hebben. Blijft deze uit, ligt het voor de hand dat zorgkantoor een regiotafel bijeenroept voor oplossing.  Sluit ZK zich hierbij aan?;"Wij sluiten ons aan bij het uitgangspunt dat MGZ alleen goed uitvoerbaar is met regionale afspraken tussen betrokken partijen. Elke regio implementeert het convenant MGZ via de daarvoor bestemde regiotafels; MGZ is vast onderdeel van regionale gesprekken en contractafspraken. Knelpunten moeten tijdig en actief worden gemeld en worden opgevolgd door het zorgkantoor en de zorgverzekeraar; als regionale oplossingen onvoldoende zijn, kan het zorgkantoor landelijk escaleren. Zie Landelijk beleidskader Wlz 2027, sectie Beleid en Aanvullende inkoopvoorwaarden, en inkoopbeleid Wlz GZ 2027-2029, paragraaf 6.3.";Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;2.1 Een landelijke visie met ruimte voor maatwerk in de regio;;;FALSE;"Ja, dit ondersteunen wij en dit hebben wij opgenomen in Bijlage 2: landelijk beleidskader Wlz 2027, paragraaf 3.1. Wij citeren: ""Als het, ondanks de inspanningen van betrokken partijen en de bereidheid om volwaardig invulling te geven aan het MGZ-convenant en de in dit document opgenomen eisen, (regionaal) niet lukt om een volwaardige dekking van de MGZ te realiseren, verwachten zorgkantoren dat zorgaanbieders dit tijdig melden bij het zorgkantoor. Het zorgkantoor zal in dat geval regionaal escaleren en een overleg met de betrokken partijen initiëren. Tijdens dit overleg wordt beoordeeld welke knelpunten een volwaardige implementatie belemmeren en welke acties nodig zijn om deze duurzaam op te lossen. Indien nodig zal het zorgkantoor landelijk escaleren (binnen ZN of richting VWS).""";Elke zorgaanbieder organiseert MGZ conform het convenant, ongeacht de leveringsvorm, en zet de beschikbare SO/AVG capaciteit regionaal in volgens de daarover gemaakte afspraken. Als die overeenstemming uitblijft, ligt het volgens ons voor de hand dat het zorgkantoor een regiotafel bijeenroept om tot een oplossing te komen. Sluit het zorgkantoor zich hierbij aan? Zo nee, waarom niet?;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;3.2 Toetsingskader mpt voorliggend aan vpt;0.766;Hoog;0.342
;Notilyze;In beleid beschrijft u: “H335/ H336 kan ook afgesproken worden voor inzet PA/VS mits aantoonbare, ondertekende, afspraken zijn tussen zorgaanbieder HA-SO/AVG.” Deze zin vinden wij verwarrend, aangezien taakdelegatie en taakherschikking geen deel uitmaken van afspraken MGZ. Deze worden binnen eigen praktijkorganisatie afgesproken. Voorstel laatste zin te wijzigen/verwijderen. Stemt ZK hiermee in?;"Nee. Wij passen deze zin niet aan: voor H335/H336 is in principe een SO of AVG beschikbaar; VS en PA kunnen de zorg zelfstandig uitvoeren voor zover dit past binnen geldende regels en normen, en H335/H336 kan voor inzet PA/VS worden afgesproken mits aantoonbare, ondertekende afspraken bestaan tussen zorgaanbieder, huisarts en SO/AVG. Dit sluit aan bij de NZa-prestatiebeschrijving, waarin staat dat afstemming tussen SO/AVG en VS/PA de basis vormt en geborgd is. Zie bijlage 2 Landelijk Beleidskader Wlz 2027, paragraaf 2.1; NZa-prestatiebeschrijvingen BR/REG-24122b, H335/H336.";Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;2.1 Een landelijke visie met ruimte voor maatwerk in de regio;;;FALSE;De betreffende passage verwijst naar de voorwaarden voor inzet van de prestaties H335/H336 zoals opgenomen in de geldende NZa-beleidsregel. Wij zien daarom geen aanleiding om de passage te schrappen.;U beschrijft: “H335/ H336 kan ook- zorgaanbieder HA - SO/ AVG.” Deze zin vinden wij verwarrend, aangezien taakdelegatie en taakherschikking geen deel uitmaken van de afspraken MGZ. Deze worden binnen de eigen praktijkorganisatie afgesproken. Wij stellen daarom voor om de laatste zin te verwijderen. Stemt het zorgkantoor in met deze aanpassing? Zo nee, waarom niet?;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;2.1 Wlz-behandeling (V&V, GGZ en GZ);0.721;Hoog;0.299
;Notilyze;Mondzorg is in Aanvullende inkoopvoorwaarden Wlz 2026 uitgebreid geregeld. Zorgaanbieders hebben dus al veel geïmplementeerd. Klopt het dat aanvullende inkoopvoorwaarden in paragraaf 2.2 van het Landelijk beleidskader Wlz 2027 alleen betrekking hebben op onderdeel machtigingen en vergoedingen? Zo nee, waar zijn aanvullende voorwaarden in 2027 dan nog meer gewijzigd t.o.v. 2026?;"Nee. Paragraaf 2.2 beperkt het aanvullende beleid met name tot machtigingen en vergoedingen, maar bevat daarnaast aanvullende inkoopvoorwaarden voor dagelijkse mondverzorging, schriftelijke samenwerkingsafspraken met de mondzorgprofessional, dossiervastlegging, het tandheelkundig zorgplan, faciliteren van mondzorg, controle op daadwerkelijke levering en declaratie, kwaliteitsverbetering en jaarlijkse interne audits. Wij geven geen overzicht van wijzigingen ten opzichte van 2026; de voorwaarden voor 2027 staan in het Landelijk beleidskader Wlz 2027. Zie bijlage 2 Landelijk beleidskader Wlz 2027, paragraaf 2.2.";Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;2.1 Een landelijke visie met ruimte voor maatwerk in de regio;;;FALSE;Nee. Paragraaf 2.2 gaat niet alleen over machtigingen en vergoedingen. Naast het aanvullende beleid over machtigingen en vergoedingen gelden aanvullende inkoopvoorwaarden voor dagelijkse mondverzorging, schriftelijke samenwerkingsafspraken met de mondzorgprofessional, vastlegging in beide cliëntdossiers, het tandheelkundig zorgplan, het mogelijk maken van de zorglevering, controle op passende en daadwerkelijk geleverde zorg, kwalitatief goede mondzorg en jaarlijkse interne audits. Wij geven geen overzicht van wijzigingen ten opzichte van 2026. Wij wijzen u er wel op dat naast in paragraaf 2.2 Mondzorg (V&V, GZ en GGZ) van bijlage 2 – Landelijk Beleidskader Wlz 2027 ook voorwaarden betreffende mondzorg zijn opgenomen in Bijlage 1: Handvatten voor het organiseren van de levering van Wlz mondzorg, van het Landelijk Beleidskader Wlz 2027 en in artikel 2 Mondzorg van de Wlz- overeenkomst.;Mondzorg is in Aanvullende inkoopvoorwaarden Wlz 2026 uitgebreid geregeld. Zorgaanbieders hebben dus al veel geïmplementeerd. Klopt het dat aanvullende inkoopvoorwaarden in paragraaf 2.2 van het Landelijk beleidskader Wlz 2027 alleen betrekking hebben op onderdeel machtigingen en vergoedingen? Zo nee, waar zijn aanvullende voorwaarden in 2027 dan nog meer gewijzigd t.o.v. 2026?;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;2.2 Mondzorg (V&V, GGZ en GZ);1.000;Hoog;0.752
;Notilyze;Het inkoopbeleid Langdurige zorg 2027–2029 is in één integrale publicatie voor alle sectoren opgenomen. Voor zorgaanbieders in de uitvoering is dit echter minder overzichtelijk en minder werkbaar. Wij verzoeken het zorgkantoor om hier drie aparte publicaties van te maken. Kan het zorgkantoor hiermee in stemmen? Zo nee, op basis van welke overwegingen is gekozen voor één gecombineerde publicatie?;"Nee, wij stemmen niet in met het maken van drie aparte publicaties naar aanleiding van dit verzoek. Het inkoopbeleid is per sector uitgewerkt en moet in samenhang worden gelezen met de landelijke inkoopvisie en het landelijk beleidskader; daarin staan onderwerpen waarvoor zorgkantoren één uniforme beleidslijn volgen en aanvullende voorwaarden en richtlijnen binnen de geldende wet- en regelgeving. Zie inkoopbeleid Wlz GZ 2027-2029, paragraaf 8.3.";Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;1. Voorwoord;;;FALSE;Het Voorschrift Zorgtoewijzing wordt jaarlijks in ZN-verband geactualiseerd en uiterlijk op 1 december gepubliceerd. Dit bevat geen nieuw beleid of inkoopvoorwaarden, maar heeft betrekking op de uitvoering van het beleid. Voor de publicatie van het Voorschrift kennen wij geen Nota van Inlichtingen procedure. Als u na publicatie vragen heeft, dan kunt u hierover contact opnemen met uw zorgkantoor.;In de VG7+-inkoopvoorwaarden wordt verwezen naar het Voorschrift Zorgtoewijzing 2027, dat nog niet is gepubliceerd. Hierdoor ontbreekt cruciale informatie voor de zorgaanbieder om de impact te beoordelen. Hoe wordt hiermee omgegaan en hoe worden aanbieders na publicatie nog in staat gesteld vragen te stellen en zo nodig bezwaar te maken?;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;5.6 VG7+;0.208;Laag;0.154
;Notilyze;1.	Wordt door het zorgkantoor bevestigd dat geclusterde VPT-woonzorglocaties beschouwd worden als passende woonomgeving binnen de ingezette beweging “thuis, tenzij”?;Ja, geclusterde VPT-woonzorglocaties kunnen een passende woonomgeving zijn binnen de beweging ‘thuis als het kan’, mits het aanbod past bij de regionale zorgvraag, doelmatig is en de zorg vanaf de start goed geregeld is. Daarom toetsen wij plannen voor nieuwe geclusterde woonvoorzieningen en kijken wij onder meer of er een aantoonbare, ook toekomstige, regionale zorgvraag is waarvoor geclusterd VPT een passende oplossing is. Zie inkoopbeleid Wlz Verpleging en verzorging 2027-2029, paragrafen 4.1, 4.3 en 4.4.;Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;4.1 Verpleging & Verzorging - een andere kijk op de ouderenzorg;;;FALSE;Ja, geclusterde VPT-woonzorglocaties kunnen worden beschouwd als een passende woonomgeving binnen de beweging “thuis, tenzij”. Binnen deze beweging wordt zorg zoveel mogelijk in de thuissituatie georganiseerd, en hieronder vallen ook geclusterde woonvormen waar zorg nabij en georganiseerd beschikbaar is, mits dit verantwoord en doelmatig is. Daarbij geldt dat deze vormen een alternatief kunnen bieden voor intramurale zorg en bijdragen aan het zo thuis mogelijk organiseren van zorg. Wel wordt bij het ontwikkelen van geclusterde VPT-locaties getoetst of deze aansluiten bij de regionale zorgvraag en daadwerkelijk meerwaarde bieden ten opzichte van MPT op het gebied van toegankelijkheid, kwaliteit en doelmatigheid.;Kan worden bevestigd dat geclusterde VPT-woonzorglocaties worden beschouwd als passende woonomgeving binnen de beweging “thuis, tenzij”?;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;4.1 Verpleging & Verzorging - een andere kijk op de ouderenzorg;0.941;Hoog;0.425
;Notilyze;Wij merken op dat Zorgkantoor VGZ in haar inkoopbeleid niet verwijst naar het landelijke beleid ‘MPT in principe voorliggend op VPT ongeclusterd’ en de toepassing van het daarbij behorende landelijke toetsingskader. Wij nemen aan dat het Zorgkantoor wel aansluit bij dit landelijke beleid. Kunt u dit bevestigen? Zo nee waarom niet?;"Ja, voor Zilveren Kruis geldt bij ongeclusterde zorg thuis als uitgangspunt dat MPT in principe voorliggend is op VPT. Dit geldt vanaf 1 januari 2027 voor alle nieuwe klanten die ongeclusterde zorg thuis ontvangen; u beoordeelt dit op basis van het landelijke toetsingskader uit het Landelijk beleidskader Wlz 2027. Als de ontwikkeling richting MPT achterblijft, gaan wij met u in gesprek en kunnen wij aanvullende afspraken maken over de leveringsmix, rekening houdend met uw klantpopulatie en de situatie in de regio. Zie inkoopbeleid Wlz V&V 2027-2029, paragraaf 4.2.";Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;1. Voorwoord;;;FALSE;Zorgprofessionals maken op basis van het toetsingskader een keuze voor de best passende leveringsvorm. De overwegingen die tot deze keuze hebben geleid, worden vastgelegd in het cliëntdossier. Als de uitkomst is dat een MPT de best passende leveringsvorm is, maar de klant wil een VPT, dan verwachten wij dat u hierover in gesprek met de klant gaat en aangeeft dat MPT de best passende leveringsvorm is. Mocht u hier niet met de klant uitkomen dan kunt u hierover contact opnemen met het zorgkantoor.;Er staat beschreven dat bij ongeclusterde zorg thuis voor alle nieuwe cliënten vanaf 1 januari 2027 het uitgangspunt geldt dat MPT in principe voorliggend is op VPT en dat de zorgaanbieder dit beoordeelt op basis van het landelijke toetsingskader. Hoe verhoudt dit uitgangspunt zich tot de inhoudelijke criteria in het toetsingskader en de keuzevrijheid van de cliënt voor een leveringsvorm?;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;3.2 Toetsingskader mpt voorliggend aan vpt;0.359;Gemiddeld;0.217
;Notilyze;Met betrekking tot het beleid ‘MPT in principe voorliggend op VPT ongeclusterd’, veronderstellen wij dat een cliënt met een CIZ-indicatie het recht heeft om een leveringsvorm te kiezen. In hoeverre houdt u hiermee rekening met het recht dat de cliënt heeft uit hoofde van de Wlz? Kan het zorgkantoor aangeven hoe zij rekening heeft gehouden met cliënten die hun recht op VPT ongeclusterd afdwingen?;"Wij houden rekening met het recht van de cliënt door per cliënt te beoordelen welke leveringsvorm passend is. Bij ongeclusterde zorg thuis is MPT vanaf 2027 in principe voorliggend op VPT, maar VPT blijft mogelijk als dit op grond van het landelijke toetsingskader passender is; de zorgprofessional maakt die keuze en legt de overwegingen vast in het cliëntdossier. Bij bestaande klanten die nu VPT krijgen, kan overstap naar MPT alleen in goed overleg met de klant. Zie inkoopbeleid Wlz Verpleging en verzorging 2027-2029, paragraaf 4.2, en Bijlage 2 Landelijk Beleidskader Wlz 2027, paragraaf 3.2.";Bijlage 1 - Landelijke Inkoopvisie- Visie op samen werken aan langdurige zorg 2027-2029;1. Voorwoord;;;FALSE;Het CIZ kent indicaties toe, maar bepaalt niet de leveringsvorm. U bent als zorgaanbieder verantwoordelijk voor de beoordeling op basis van het toetsingskader MPT voorliggend op VPT. Zorgprofessionals maken op basis van dit toetsingskader een keuze voor de best passende leveringsvorm. De overwegingen die tot deze keuze hebben geleid, worden vastgelegd in het cliëntdossier. Als de uitkomst is dat een MPT de best passende leveringsvorm is, maar de klant wil een VPT. Dan verwachten wij dat u hierover in gesprek met de klant en aangeeft dat MPT de best passende leveringsvorm is. Mocht u hier niet met de klant uitkomen dan kunt u hierover contact opnemen met het zorgkantoor.;Met betrekking tot het beleid ‘MPT in principe voorliggend op VPT ongeclusterd’, veronderstellen wij dat een cliënt met een CIZ- indicatie het recht heeft om een leveringsvorm te kiezen. In hoeverre houdt u hiermee rekening met het recht dat de cliënt heeft uit hoofde van de WLZ? Kan u aangeven hoe u rekening heeft gehouden met cliënten die hun recht op VPT ongeclusterd afdwingen?;Nota van Inlichtingen Inkoopbeleid Bijlagen Wlz 2027-2029;3.2 Toetsingskader mpt voorliggend aan vpt;0.964;Hoog;0.444
